X,Y,Z,Position
0.03,0.03,9.82,Resting
0.03,0.01,9.82,Resting
0.05,0.03,9.82,Resting
0.02,0.04,9.82,Resting
0.01,0.02,9.83,Resting
0.02,0.03,9.82,Resting
0.03,0.01,9.83,Resting
0.05,0.02,9.81,Resting
0.05,0.03,9.82,Resting
0.03,0.03,9.82,Resting
0.03,0.02,9.82,Resting
0.03,0.02,9.82,Resting
0.04,0.04,9.83,Resting
0.04,0.03,9.83,Resting
0.04,0.03,9.82,Resting
0.05,0.04,9.82,Resting
0.04,0.02,9.83,Resting
0.04,0.02,9.82,Resting
0.02,0.01,9.82,Resting
0.02,0.02,9.83,Resting
0.02,0.02,9.83,Resting
0.03,0.02,9.83,Resting
0.04,0.03,9.82,Resting
0.05,0.04,9.81,Resting
0.05,0.03,9.83,Resting
0.05,0.04,9.83,Resting
0.04,0.03,9.83,Resting
0.04,0.02,9.82,Resting
0.04,0.03,9.82,Resting
0.05,0.01,9.84,Resting
0.04,0.02,9.82,Resting
0.05,0.04,9.82,Resting
0.05,0.03,9.81,Resting
0.02,0.03,9.83,Resting
0.02,0.01,9.82,Resting
0.02,0.01,9.83,Resting
0.03,0,9.82,Resting
0.03,0.02,9.83,Resting
0.05,0.04,9.83,Resting
0.04,0.02,9.81,Resting
0.02,0.02,9.83,Resting
0.03,0.02,9.82,Resting
0,0.03,9.81,Resting
0.01,0.04,9.83,Resting
0.01,0.05,9.82,Resting
0.03,0.03,9.83,Resting
0.03,0.02,9.81,Resting
0.05,0.01,9.82,Resting
0.05,0.03,9.82,Resting
0.04,0.04,9.82,Resting
0.03,0.04,9.81,Resting
0.02,0.04,9.82,Resting
0.03,0.03,9.82,Resting
0.02,0.04,9.83,Resting
0.03,0.03,9.81,Resting
0.05,0.02,9.81,Resting
0.05,0.04,9.82,Resting
0.03,0.04,9.81,Resting
0.01,0.03,9.81,Resting
0,0.04,9.79,Resting
0.02,0.03,9.82,Resting
0.03,0.03,9.81,Resting
0.05,0.03,9.82,Resting
0.03,0.03,9.82,Resting
0.02,0.02,9.81,Resting
0.03,0.02,9.82,Resting
0.02,0.02,9.82,Resting
0.03,0.02,9.81,Resting
0.04,0.02,9.85,Resting
0.05,0.02,9.8,Resting
0.04,0.02,9.82,Resting
0.02,0.02,9.81,Resting
0.01,0.02,9.8,Resting
0.02,0.02,9.82,Resting
0.02,0.03,9.81,Resting
0.05,0.03,9.81,Resting
0.04,0.03,9.8,Resting
0.03,0.04,9.79,Resting
0.03,0.03,9.81,Resting
0.03,0.03,9.8,Resting
0.03,0.02,9.81,Resting
0.04,0.02,9.8,Resting
0.05,0.02,9.8,Resting
0.04,0.03,9.8,Resting
0.03,0.03,9.8,Resting
0.03,0.02,9.8,Resting
0.03,0.02,9.8,Resting
0.03,0.03,9.81,Resting
0.03,0.03,9.81,Resting
0.04,0.04,9.79,Resting
0.04,0.03,9.8,Resting
0.05,0.03,9.79,Resting
0.05,0.03,9.79,Resting
0.04,0.03,9.8,Resting
0.03,0.02,9.81,Resting
0.02,0.03,9.81,Resting
0.02,0.02,9.79,Resting
0.03,0.02,9.8,Resting
0.05,0.01,9.82,Resting
0.03,0.05,9.8,Resting
0.02,0.05,9.81,Resting
0.01,0.04,9.79,Resting
0.02,0.03,9.81,Resting
0.03,0.01,9.79,Resting
0.04,0.01,9.82,Resting
0.04,0.01,9.8,Resting
0.05,0.04,9.79,Resting
0.05,0.03,9.81,Resting
0.04,0.02,9.8,Resting
0.03,0.02,9.8,Resting
0.03,0.02,9.81,Resting
0.03,0.01,9.78,Resting
0.04,0.01,9.82,Resting
0.03,0.02,9.8,Resting
0.03,0.04,9.8,Resting
0.03,0.04,9.81,Resting
0.05,0.03,9.81,Resting
0.03,0.04,9.81,Resting
0.01,0.05,9.8,Resting
0.03,0.04,9.79,Resting
0.04,0.02,9.79,Resting
0.04,0.05,9.81,Resting
0.04,0.03,9.79,Resting
0.04,0.03,9.79,Resting
0.04,0.01,9.78,Resting
0.05,0.04,9.81,Resting
0.05,0.04,9.79,Resting
0.05,0.02,9.8,Resting
0.04,0.02,9.8,Resting
0.04,0.03,9.79,Resting
0.04,0.04,9.79,Resting
0.04,0.03,9.79,Resting
0.04,0.04,9.8,Resting
0.05,0.01,9.81,Resting
0.05,0.02,9.8,Resting
0.04,0.03,9.8,Resting
0.03,0.03,9.79,Resting
0.02,0.04,9.81,Resting
0.03,0.04,9.78,Resting
0.04,0.02,9.81,Resting
0.05,0.03,9.8,Resting
0.05,0.02,9.81,Resting
0.05,0.02,9.79,Resting
0.04,0.03,9.8,Resting
0.04,0.04,9.81,Resting
0.04,0.04,9.83,Resting
0.04,0.04,9.8,Resting
0.04,0.02,9.79,Resting
0.05,0.01,9.8,Resting
0.04,0.01,9.79,Resting
0.05,0.02,9.82,Resting
0.03,0.04,9.79,Resting
0.03,0.04,9.8,Resting
0.03,0.05,9.8,Resting
0.04,0.05,9.8,Resting
0.04,0.03,9.81,Resting
0.05,0.03,9.81,Resting
0.04,0.01,9.8,Resting
0.04,0.02,9.81,Resting
0.04,0.02,9.8,Resting
0.03,0.04,9.79,Resting
0.03,0.05,9.8,Resting
0.03,0.04,9.8,Resting
0.04,0.04,9.8,Resting
0.05,0.02,9.79,Resting
0.04,0.02,9.8,Resting
0.05,0.04,9.81,Resting
0.04,0.03,9.81,Resting
0.03,0.04,9.82,Resting
0.04,0.03,9.79,Resting
0.04,0.03,9.79,Resting
0.03,0.03,9.8,Resting
0.05,0.03,9.79,Resting
0.05,0.03,9.81,Resting
0.04,0.02,9.8,Resting
0.04,0.02,9.8,Resting
0.05,0.01,9.79,Resting
0.05,0.01,9.81,Resting
0.04,0.02,9.8,Resting
0.05,0.01,9.79,Resting
0.05,0.04,9.81,Resting
0.05,0.01,9.83,Resting
0.03,0.03,9.78,Resting
0.04,0.03,9.81,Resting
0.05,0.03,9.8,Resting
0.03,0.03,9.8,Resting
0.05,0.03,9.8,Resting
0.04,0.03,9.8,Resting
0.04,0.01,9.81,Resting
0.05,0.01,9.82,Resting
0.03,0.02,9.8,Resting
0.04,0.03,9.81,Resting
0.04,0.04,9.81,Resting
0.04,0.03,9.81,Resting
0.05,0.03,9.8,Resting
0.04,0.03,9.8,Resting
0.05,0.03,9.82,Resting
0.04,0.02,9.8,Resting
0.05,0.04,9.8,Resting
0.04,0.03,9.81,Resting
0.04,0.03,9.8,Resting
0.05,0.03,9.8,Resting
0.05,0.02,9.8,Resting
0.05,0.02,9.8,Resting
0.05,0.03,9.81,Resting
0.04,0.03,9.81,Resting
0.04,0.03,9.81,Resting
0.04,0.03,9.81,Resting
0.04,0.04,9.8,Resting
0.04,0.03,9.81,Resting
0.04,0.04,9.81,Resting
0.05,0.03,9.8,Resting
0.04,0.03,9.81,Resting
0.04,0.03,9.8,Resting
0.05,0.03,9.82,Resting
0.05,0.02,9.8,Resting
0.05,0.03,9.8,Resting
0.03,0,9.8,Resting
0.05,0.03,9.8,Resting
0.02,0.01,9.81,Resting
0.04,0.01,9.81,Resting
0.04,0.05,9.8,Resting
0.05,0.03,9.79,Resting
0.05,0.04,9.81,Resting
0.05,0.04,9.82,Resting
0.05,0.03,9.79,Resting
0.05,0.04,9.8,Resting
0.04,0.03,9.81,Resting
0.03,0.04,9.81,Resting
0.03,0.03,9.81,Resting
0.04,0.04,9.82,Resting
0.04,0.02,9.8,Resting
0.04,0.02,9.83,Resting
0.05,0.03,9.8,Resting
0.05,0.03,9.81,Resting
0.05,0.03,9.81,Resting
0.04,0.04,9.81,Resting
0.04,0.03,9.83,Resting
0.04,0.03,9.81,Resting
0.05,0.02,9.81,Resting
0.03,0.02,9.81,Resting
0.04,0.02,9.81,Resting
0.04,0.02,9.81,Resting
0.05,0.02,9.82,Resting
0.05,0.04,9.81,Resting
0.04,0.03,9.8,Resting
0.03,0.02,9.81,Resting
0.02,0.02,9.81,Resting
0.03,0.02,9.81,Resting
0.03,0.03,9.82,Resting
0.04,0.03,9.8,Resting
0.05,0.03,9.81,Resting
0.05,0.02,9.8,Resting
0.05,0.02,9.8,Resting
0.05,0.03,9.8,Resting
0.05,0.03,9.82,Resting
0.04,0.03,9.81,Resting
0.05,0.02,9.8,Resting
0.04,0.03,9.81,Resting
0.04,0.03,9.81,Resting
0.04,0.03,9.8,Resting
0.04,0.03,9.8,Resting
0.05,0.03,9.81,Resting
0.04,0.03,9.81,Resting
0.04,0.03,9.8,Resting
0.03,0.03,9.79,Resting
0.05,0.02,9.8,Resting
0.05,0.03,9.81,Resting
0.05,0.02,9.81,Resting
0.04,0.02,9.8,Resting
0.04,0.02,9.79,Resting
0.05,0.03,9.8,Resting
0.04,0.03,9.8,Resting
0.05,0.04,9.8,Resting
0.04,0.03,9.79,Resting
0.05,0.03,9.81,Resting
0.04,0.03,9.8,Resting
0.05,0.03,9.8,Resting
0.04,0.02,9.8,Resting
0.03,0.03,9.81,Resting
0.04,0.03,9.81,Resting
0.05,0.03,9.82,Resting
0.05,0.03,9.8,Resting
0.04,0.03,9.81,Resting
0.04,0.04,9.79,Resting
0.04,0.02,9.8,Resting
0.04,0.03,9.83,Resting
0.05,0.03,9.8,Resting
0.04,0.03,9.79,Resting
0.04,0.04,9.81,Resting
0.05,0.02,9.8,Resting
0.03,0.03,9.8,Resting
0.04,0.02,9.82,Resting
0.05,0.03,9.79,Resting
0.04,0.03,9.8,Resting
0.04,0.03,9.81,Resting
0.04,0.03,9.81,Resting
0.04,0.04,9.8,Resting
0.05,0.03,9.8,Resting
0.04,0.02,9.79,Resting
0.03,0.03,9.82,Resting
0.04,0.02,9.8,Resting
0.05,0.04,9.8,Resting
0.04,0.04,9.81,Resting
0.05,0.05,9.8,Resting
0.05,0.04,9.8,Resting
0.05,0.03,9.82,Resting
0.04,0.03,9.81,Resting
0.05,0.02,9.81,Resting
0.04,0.02,9.8,Resting
0.04,0.01,9.81,Resting
0.04,0.02,9.81,Resting
0.03,0.02,9.8,Resting
0.03,0.03,9.8,Resting
0.04,0.04,9.8,Resting
0.05,0.02,9.8,Resting
0.05,0.01,9.81,Resting
0.03,0.02,9.82,Resting
0.03,0.02,9.81,Resting
0.03,0.04,9.81,Resting
0.03,0.05,9.8,Resting
0.03,0.05,9.82,Resting
0.05,0.04,9.81,Resting
0.04,0.03,9.8,Resting
0.03,0.04,9.81,Resting
0.02,0.04,9.82,Resting
0.02,0.03,9.81,Resting
0.02,0.03,9.82,Resting
0.02,0.03,9.81,Resting
0.04,0.01,9.8,Resting
0.04,0.03,9.81,Resting
0.04,0.03,9.8,Resting
0.05,0.03,9.8,Resting
0.04,0.03,9.81,Resting
0.04,0.04,9.82,Resting
0.04,0.04,9.81,Resting
0.03,0.05,9.81,Resting
0.03,0.03,9.82,Resting
0.04,0.03,9.81,Resting
0.05,0.01,9.83,Resting
0.04,0.02,9.83,Resting
0.03,0.04,9.81,Resting
0.05,0.03,9.8,Resting
0.03,0.04,9.83,Resting
0.05,0.03,9.81,Resting
0.04,0.03,9.81,Resting
0.04,0.02,9.82,Resting
0.05,0.01,9.82,Resting
0.04,0.02,9.81,Resting
0.04,0.03,9.81,Resting
0.04,0.03,9.81,Resting
0.03,0.03,9.81,Resting
0.04,0.03,9.81,Resting
0.03,0.03,9.83,Resting
0.04,0.03,9.79,Resting
0.04,0.02,9.81,Resting
0.04,0.03,9.82,Resting
0.05,0.02,9.82,Resting
0.03,0.01,9.8,Resting
0.04,0.03,9.82,Resting
0.05,0.03,9.81,Resting
0.04,0.03,9.82,Resting
0.04,0.03,9.82,Resting
0.05,0.03,9.82,Resting
0.04,0.03,9.8,Resting
0.04,0.03,9.88,Resting
0.05,0.02,9.81,Resting
0.04,0.03,9.83,Resting
0.05,0.03,9.81,Resting
0.05,0.04,9.8,Resting
0.05,0.02,9.82,Resting
0.04,0.03,9.82,Resting
0.04,0.04,9.82,Resting
0.03,0.04,9.81,Resting
0.01,0.02,9.82,Resting
0.03,0.02,9.8,Resting
0.04,0.02,9.81,Resting
0.05,0.02,9.79,Resting
0.05,0.02,9.81,Resting
0.04,0.03,9.81,Resting
0.04,0.03,9.81,Resting
0.04,0.03,9.81,Resting
0.05,0.03,9.82,Resting
0.04,0.02,9.82,Resting
0.04,0.02,9.81,Resting
0.03,0.03,9.8,Resting
0.04,0.02,9.82,Resting
0.04,0.04,9.81,Resting
0.04,0.03,9.8,Resting
0.05,0.04,9.83,Resting
0.04,0.03,9.8,Resting
0.05,0.03,9.83,Resting
0.05,0.03,9.82,Resting
0.04,0.02,9.8,Resting
0.03,0.03,9.8,Resting
0.03,0.03,9.84,Resting
0.04,0.03,9.81,Resting
0.03,0.03,9.81,Resting
0.04,0.01,9.81,Resting
0.04,0.02,9.82,Resting
0.04,0.02,9.82,Resting
0.04,0.03,9.8,Resting
0.04,0.03,9.79,Resting
0.03,0.03,9.81,Resting
0.04,0.03,9.8,Resting
0.04,0.04,9.81,Resting
0.04,0.02,9.83,Resting
0.05,0.02,9.83,Resting
0.05,0.02,9.81,Resting
0.04,0.03,9.82,Resting
0.04,0.03,9.82,Resting
0.03,0.03,9.82,Resting
0.03,0.03,9.81,Resting
0.03,0.03,9.81,Resting
0.05,0.04,9.82,Resting
0.04,0.03,9.8,Resting
0.03,0.02,9.81,Resting
0.05,0.03,9.81,Resting
0.05,0.03,9.81,Resting
0.04,0.03,9.81,Resting
0.04,0.03,9.8,Resting
0.05,0.02,9.82,Resting
0.04,0.03,9.82,Resting
0.04,0.03,9.81,Resting
0.04,0.03,9.82,Resting
0.04,0.02,9.82,Resting
0.03,0.03,9.81,Resting
0.03,0.03,9.81,Resting
0.01,0.04,9.81,Resting
0.05,0.03,9.82,Resting
0.05,0.04,9.81,Resting
0.04,0.03,9.8,Resting
0.04,0.02,9.81,Resting
0.03,0.03,9.81,Resting
0.03,0.03,9.81,Resting
0.04,0.03,9.82,Resting
0.03,0.03,9.82,Resting
0.04,0.02,9.81,Resting
0.04,0.03,9.81,Resting
0.05,0.03,9.81,Resting
0.04,0.03,9.81,Resting
0.04,0.04,9.81,Resting
0.03,0.04,9.84,Resting
0.02,0.03,9.82,Resting
0.02,0.04,9.81,Resting
0.03,0.03,9.81,Resting
0.04,0.02,9.81,Resting
0.03,0.01,9.81,Resting
0.04,0.02,9.83,Resting
0.05,0.02,9.81,Resting
0.04,0.04,9.8,Resting
0.05,0.04,9.8,Resting
0.03,0.04,9.81,Resting
0.03,0.04,9.8,Resting
0.03,0.03,9.81,Resting
0.04,0.03,9.82,Resting
0.02,0.02,9.82,Resting
0.04,0.03,9.83,Resting
0.04,0.02,9.82,Resting
0.04,0.02,9.81,Resting
0.03,0.03,9.81,Resting
0.04,0.04,9.82,Resting
0.04,0.03,9.81,Resting
0.04,0.02,9.82,Resting
0.05,0.02,9.83,Resting
0.05,0.03,9.83,Resting
0.05,0.03,9.82,Resting
0.05,0.04,9.82,Resting
0.03,0.04,9.83,Resting
0.03,0.02,9.82,Resting
0.04,0.02,9.83,Resting
0.03,0.03,9.82,Resting
0.04,0.04,9.82,Resting
0.05,0.02,9.82,Resting
0.04,0.01,9.82,Resting
0.02,0.03,9.82,Resting
0.02,0.03,9.84,Resting
0.01,0.04,9.84,Resting
0.02,0.04,9.82,Resting
0.03,0.05,9.84,Resting
0.03,0.02,9.83,Resting
0,0.05,9.81,Resting
0.04,0.03,9.83,Resting
0.03,0.02,9.85,Resting
0.02,0.02,9.82,Resting
0.02,0.03,9.82,Resting
0.03,0.04,9.84,Resting
0.05,0.05,9.82,Resting
0.03,0.05,9.83,Resting
0.03,0.03,9.83,Resting
0.03,0.02,9.83,Resting
0.04,0.01,9.82,Resting
0.03,0.03,9.84,Resting
0.63,9.7,1.24,Tilt left
0.62,9.71,1.24,Tilt left
0.62,9.72,1.24,Tilt left
0.63,9.72,1.25,Tilt left
0.63,9.71,1.24,Tilt left
0.64,9.7,1.24,Tilt left
0.63,9.72,1.25,Tilt left
0.63,9.71,1.24,Tilt left
0.64,9.71,1.25,Tilt left
0.64,9.7,1.26,Tilt left
0.65,9.71,1.26,Tilt left
0.64,9.7,1.27,Tilt left
0.62,9.7,1.27,Tilt left
0.64,9.71,1.27,Tilt left
0.62,9.72,1.26,Tilt left
0.62,9.72,1.26,Tilt left
0.61,9.7,1.26,Tilt left
0.62,9.72,1.26,Tilt left
0.62,9.72,1.27,Tilt left
0.63,9.72,1.28,Tilt left
0.62,9.71,1.26,Tilt left
0.62,9.71,1.25,Tilt left
0.64,9.72,1.25,Tilt left
0.63,9.72,1.25,Tilt left
0.65,9.71,1.25,Tilt left
0.64,9.71,1.25,Tilt left
0.63,9.71,1.25,Tilt left
0.64,9.71,1.26,Tilt left
0.63,9.71,1.27,Tilt left
0.62,9.72,1.25,Tilt left
0.63,9.71,1.25,Tilt left
0.63,9.71,1.26,Tilt left
0.62,9.7,1.26,Tilt left
0.62,9.71,1.26,Tilt left
0.62,9.71,1.24,Tilt left
0.64,9.7,1.26,Tilt left
0.63,9.7,1.25,Tilt left
0.63,9.71,1.25,Tilt left
0.62,9.71,1.26,Tilt left
0.63,9.7,1.25,Tilt left
0.63,9.71,1.25,Tilt left
0.63,9.71,1.25,Tilt left
0.63,9.7,1.25,Tilt left
0.62,9.71,1.25,Tilt left
0.63,9.72,1.24,Tilt left
0.63,9.71,1.25,Tilt left
0.63,9.72,1.25,Tilt left
0.63,9.72,1.25,Tilt left
0.64,9.71,1.25,Tilt left
0.65,9.7,1.25,Tilt left
0.64,9.71,1.26,Tilt left
0.63,9.7,1.27,Tilt left
0.64,9.72,1.26,Tilt left
0.63,9.71,1.27,Tilt left
0.63,9.7,1.26,Tilt left
0.62,9.72,1.26,Tilt left
0.62,9.71,1.26,Tilt left
0.62,9.7,1.25,Tilt left
0.62,9.7,1.24,Tilt left
0.63,9.7,1.24,Tilt left
0.62,9.71,1.26,Tilt left
0.63,9.72,1.25,Tilt left
0.63,9.71,1.26,Tilt left
0.63,9.72,1.26,Tilt left
0.63,9.7,1.26,Tilt left
0.64,9.7,1.26,Tilt left
0.63,9.7,1.26,Tilt left
0.63,9.71,1.26,Tilt left
0.63,9.7,1.27,Tilt left
0.63,9.71,1.27,Tilt left
0.62,9.71,1.26,Tilt left
0.62,9.71,1.26,Tilt left
0.62,9.7,1.25,Tilt left
0.62,9.71,1.25,Tilt left
0.62,9.71,1.26,Tilt left
0.62,9.71,1.25,Tilt left
0.63,9.71,1.26,Tilt left
0.63,9.71,1.26,Tilt left
0.64,9.71,1.26,Tilt left
0.63,9.72,1.26,Tilt left
0.64,9.72,1.25,Tilt left
0.64,9.71,1.26,Tilt left
0.64,9.71,1.25,Tilt left
0.63,9.71,1.25,Tilt left
0.62,9.72,1.27,Tilt left
0.63,9.71,1.26,Tilt left
0.63,9.72,1.26,Tilt left
0.62,9.72,1.25,Tilt left
0.61,9.71,1.25,Tilt left
0.62,9.72,1.26,Tilt left
0.62,9.73,1.26,Tilt left
0.62,9.72,1.26,Tilt left
0.62,9.72,1.25,Tilt left
0.63,9.7,1.26,Tilt left
0.63,9.71,1.27,Tilt left
0.63,9.71,1.27,Tilt left
0.64,9.72,1.28,Tilt left
0.64,9.71,1.27,Tilt left
0.63,9.7,1.27,Tilt left
0.63,9.7,1.28,Tilt left
0.63,9.72,1.26,Tilt left
0.62,9.72,1.26,Tilt left
0.62,9.72,1.27,Tilt left
0.6,9.7,1.27,Tilt left
0.6,9.72,1.27,Tilt left
0.6,9.72,1.26,Tilt left
0.61,9.7,1.26,Tilt left
0.63,9.72,1.26,Tilt left
0.63,9.71,1.26,Tilt left
0.64,9.71,1.26,Tilt left
0.65,9.71,1.26,Tilt left
0.66,9.7,1.27,Tilt left
0.68,9.71,1.28,Tilt left
0.68,9.7,1.27,Tilt left
0.66,9.71,1.26,Tilt left
0.65,9.7,1.26,Tilt left
0.63,9.71,1.26,Tilt left
0.63,9.72,1.26,Tilt left
0.63,9.71,1.28,Tilt left
0.63,9.7,1.27,Tilt left
0.64,9.71,1.27,Tilt left
0.65,9.7,1.27,Tilt left
0.66,9.71,1.27,Tilt left
0.65,9.71,1.26,Tilt left
0.66,9.7,1.26,Tilt left
0.66,9.69,1.27,Tilt left
0.64,9.7,1.25,Tilt left
0.56,9.74,1.18,Tilt left
0.46,9.73,1.15,Tilt left
0.47,9.75,1.23,Tilt left
0.56,9.7,1.32,Tilt left
0.63,9.68,1.38,Tilt left
0.7,9.68,1.39,Tilt left
0.74,9.67,1.36,Tilt left
0.75,9.7,1.28,Tilt left
0.73,9.71,1.21,Tilt left
0.68,9.72,1.17,Tilt left
0.64,9.71,1.19,Tilt left
0.61,9.73,1.25,Tilt left
0.57,9.71,1.28,Tilt left
0.56,9.7,1.29,Tilt left
0.55,9.71,1.29,Tilt left
0.56,9.72,1.24,Tilt left
0.59,9.72,1.23,Tilt left
0.62,9.73,1.23,Tilt left
0.66,9.7,1.25,Tilt left
0.68,9.7,1.31,Tilt left
0.69,9.69,1.34,Tilt left
0.68,9.69,1.34,Tilt left
0.67,9.7,1.31,Tilt left
0.64,9.71,1.27,Tilt left
0.6,9.73,1.22,Tilt left
0.58,9.73,1.19,Tilt left
0.59,9.73,1.19,Tilt left
0.61,9.72,1.22,Tilt left
0.63,9.71,1.26,Tilt left
0.65,9.7,1.3,Tilt left
0.67,9.71,1.31,Tilt left
0.67,9.7,1.31,Tilt left
0.66,9.69,1.28,Tilt left
0.65,9.72,1.25,Tilt left
0.62,9.72,1.24,Tilt left
0.61,9.72,1.26,Tilt left
0.62,9.72,1.27,Tilt left
0.61,9.72,1.27,Tilt left
0.6,9.72,1.28,Tilt left
0.61,9.72,1.28,Tilt left
0.61,9.72,1.26,Tilt left
0.62,9.72,1.24,Tilt left
0.63,9.72,1.25,Tilt left
0.64,9.71,1.25,Tilt left
0.65,9.7,1.25,Tilt left
0.66,9.7,1.29,Tilt left
0.66,9.7,1.29,Tilt left
0.66,9.71,1.28,Tilt left
0.65,9.7,1.26,Tilt left
0.63,9.72,1.25,Tilt left
0.61,9.73,1.23,Tilt left
0.6,9.72,1.23,Tilt left
0.59,9.72,1.25,Tilt left
0.6,9.71,1.26,Tilt left
0.61,9.71,1.27,Tilt left
0.61,9.71,1.29,Tilt left
0.63,9.7,1.3,Tilt left
0.64,9.7,1.28,Tilt left
0.65,9.71,1.28,Tilt left
0.65,9.71,1.26,Tilt left
0.64,9.71,1.27,Tilt left
0.63,9.71,1.26,Tilt left
0.63,9.71,1.28,Tilt left
0.63,9.71,1.28,Tilt left
0.62,9.71,1.28,Tilt left
0.62,9.71,1.25,Tilt left
0.61,9.72,1.26,Tilt left
0.63,9.71,1.26,Tilt left
0.63,9.72,1.26,Tilt left
0.65,9.72,1.24,Tilt left
0.66,9.7,1.26,Tilt left
0.66,9.71,1.26,Tilt left
0.66,9.7,1.28,Tilt left
0.65,9.69,1.25,Tilt left
0.43,8.55,4.32,Tilt left
0.26,9.44,6.29,Tilt left
0.42,6.97,8.26,Tilt left
0.5,6.99,6.48,Tilt left
0.29,8.03,6.28,Tilt left
0.55,7.53,6.3,Tilt left
0.71,7.13,6.02,Tilt left
0.22,7.51,6.46,Tilt left
0.16,7.42,7.06,Tilt left
0.46,6.85,7.16,Tilt left
0.65,6.61,7.04,Tilt left
0.94,6.65,7.02,Tilt left
0.77,6.39,7.09,Tilt left
0.84,6.14,7.15,Tilt left
0.96,5.81,7.44,Tilt left
0.97,4.72,7.43,Tilt left
0.81,9.39,6.46,Tilt left
0.53,6,8.63,Tilt left
0.94,5.75,7.94,Tilt left
0.55,5.42,8.11,Tilt left
0.8,5.36,8.15,Tilt left
0.85,4.77,8.42,Tilt left
0.81,4.27,8.77,Tilt left
0.95,3.44,9.13,Tilt left
0.94,3.38,9.09,Tilt left
0.48,3.26,9.63,Tilt left
0.71,2.96,9.65,Tilt left
0.33,1.87,9.82,Tilt left
0.69,1.64,9.66,Tilt left
0.76,1.05,9.68,Tilt left
0.67,1.54,9.63,Tilt left
0.8,1.23,9.69,Tilt left
0.75,1.42,9.3,Tilt left
0.91,1.36,9.53,Tilt left
0.74,1.75,9.49,Tilt left
0.78,1.61,9.23,Tilt left
0.62,1.65,9.44,Tilt left
0.46,1.78,9.35,Tilt left
0.7,1.92,9.5,Tilt left
0.89,1.8,9.37,Tilt left
0.78,1.3,9,Tilt left
0.43,1.26,9.71,Tilt left
0.99,1.26,9.47,Tilt left
0.81,1.47,9.62,Tilt left
0.91,1.5,9.48,Tilt left
0.93,1.86,9.5,Tilt left
0.94,1.67,9.6,Tilt left
0.74,1.73,9.34,Tilt left
0.9,1.86,9.73,Tilt left
0.86,1.9,9.39,Tilt left
0.3,2.03,9.8,Tilt left
0.38,2.39,9.61,Tilt left
0.4,3.22,9.59,Tilt left
0.32,3.36,9,Tilt left
0.34,3,9.37,Tilt left
0.49,3.04,9.05,Tilt left
0.64,3.63,9.2,Tilt left
0.25,3.22,9.23,Tilt left
0.29,3.25,9.16,Tilt left
0.3,3.33,9.01,Tilt left
0.32,2.69,9.25,Tilt left
0.95,3.2,9.09,Tilt left
0.3,3.01,9.04,Tilt left
0.15,2.98,9.46,Tilt left
0.31,3.05,9.45,Tilt left
0.2,3.8,9.43,Tilt left
0.6,2.25,9.64,Tilt left
0.15,3.36,9.25,Tilt left
0.37,3.7,9.31,Tilt left
0.56,4.59,7.51,Tilt left
0.38,4.91,8.18,Tilt left
0.2,6.69,4.59,Tilt left
0.22,5.56,8.12,Tilt left
0.62,6.5,7.92,Tilt left
0.15,6.63,7.31,Tilt left
0.26,6.63,7.29,Tilt left
0.23,6.58,7.2,Tilt left
0.17,6.84,7,Tilt left
0.23,6.96,6.91,Tilt left
0.15,6.57,7.19,Tilt left
0.2,6.61,7.35,Tilt left
0.15,6.83,7.14,Tilt left
0.16,7.51,6.47,Tilt left
0.22,7.27,6.68,Tilt left
0.16,6.89,6.97,Tilt left
0.2,6.86,6.94,Tilt left
0.22,6.93,6.89,Tilt left
0.17,6.72,7.1,Tilt left
0.22,6.81,6.95,Tilt left
0.21,6.87,6.92,Tilt left
0.21,6.85,6.95,Tilt left
0.19,6.47,7.05,Tilt left
0.18,6.58,7.38,Tilt left
0.2,6.87,6.81,Tilt left
0.16,6.71,7.08,Tilt left
0.18,6.7,7.06,Tilt left
0.39,6.8,6.92,Tilt left
0.48,7.06,5.93,Tilt left
0.22,6.65,7.21,Tilt left
0.23,6.79,6.77,Tilt left
0.54,7.09,6.56,Tilt left
0.25,6.8,6.97,Tilt left
0.74,7.14,5.3,Tilt left
0.41,7.44,6.26,Tilt left
0.29,6.44,6.95,Tilt left
0.2,6.97,7.68,Tilt left
0.17,6.75,8.5,Tilt left
0.31,7.22,6.94,Tilt left
0.17,6.86,6.86,Tilt left
0.23,6.79,7.25,Tilt left
0.25,7.59,6.1,Tilt left
0.17,7.68,6.6,Tilt left
0.4,7.36,6.85,Tilt left
0.24,7.22,6.36,Tilt left
0.3,7.63,6.02,Tilt left
0.27,7.2,6.55,Tilt left
0.16,7.24,6.57,Tilt left
0.26,7.21,6.42,Tilt left
0.22,7.34,6.43,Tilt left
0.21,7.45,6.72,Tilt left
0.26,7.4,6.82,Tilt left
0.53,9.58,4.6,Tilt left
0.16,8.8,4.95,Tilt left
0.17,8.66,4.18,Tilt left
0.19,8.99,4.42,Tilt left
0.27,8.84,3.31,Tilt left
0.29,8.88,3.25,Tilt left
0.21,9.57,2.83,Tilt left
0.29,9.39,2.73,Tilt left
0.17,9.37,2.34,Tilt left
0.42,8.27,2.14,Tilt left
0.37,9,2.03,Tilt left
0.36,9.38,1.71,Tilt left
0.42,9.31,1.9,Tilt left
0.47,9.51,1.99,Tilt left
0.49,9.28,1.72,Tilt left
0.31,9.08,2.45,Tilt left
0.19,8.91,3.03,Tilt left
0.33,9.43,2.56,Tilt left
